English,Dutch
eclectic,eclectisch
eclipse,eclips
ecliptic,ecliptica
economical,zuinig
economics,economie
economy,economie
ecstasy,extase
ecstatic,extatisch
ecumenical,oecumenische
eddy,draaikolk
edge,rand
edging,rand
edible,eetbaar
edict,edict
edification,stichting
edifice,bouwwerk
edit,uitgeven
edition,editie
editor,editor
editorial,hoofdartikel
educate,opvoeden
educated,ontwikkeld
education,onderwijs
educational,onderwijs
eel,paling
effect,effect
effective,effectief
effects,effecten
effectual,krachtig
effectually,krachtdadig
effectuate,bewerkstelligen
effeminate,verwijfd
efficacious,doeltreffend
efficacy,werkzaamheid
efficiency,rendement
efficient,doeltreffend
effigy,beeltenis
effort,inspanning
effusion,uitstorting
egg,ei
ego,ego
egotistical,egoïstische
egregious,flagrante
egress,uitgang
eighth,achtste
eighty,tachtig
ejaculate,ejaculaat
ejaculation,ejaculatie
eject,uitwerpen
ejection,uitwerping
elaborate,uitwerken
elaboration,uitwerking
elan,antilope
elapse,verstrijken
elapsed,verstreken
elastic,elastisch
elasticity,elasticiteit
elated,opgetogen
elbow,elleboog
eld,eld
elder,ouderling
elderly,ouderen
elders,oudste
eldest,oudst
elect,uitverkoren
election,verkiezing
elector,kiezer
electorate,kiezersvolk
electric,elektrisch
electricity,elektriciteit
elegance,elegantie
elegant,elegant
element,element
elementary,elementair
elements,elementen
elephant,olifant
elevate,verheffen
elevation,elevatie
elevator,lift
eleven,elf
eleventh,elfde
elf,elf
elicit,uitlokken
eligible,geschikt
elimination,eliminatie
elite,elite
elk,eland
ell,el
ellipse,ellips
ellipsis,ellips
ellipsoid,ellipsoïde
elliptic,elliptisch
elliptical,elliptisch
elongate,verlengen
elongation,verlenging
eloquence,welsprekendheid
eloquent,welsprekend
elucidate,toelichten
elucidation,opheldering
elude,ontwijken
elusive,ontwijkend
emaciated,uitgehongerd
emanate,voortkomen
emancipation,emancipatie
embankment,dijk
embargo,embargo
embark,inschepen
embarrass,in verlegenheid brengen
embarrassing,gênant
embarrassment,verlegenheid
embassy,ambassade
embed,embed
embellish,verfraaien
embellishment,verfraaiing
embers,sintels
embezzlement,verduistering
emblem,embleem
emblematic,emblematisch
embodiment,belichaming
embolism,embolie
embossed,reliëf
embrace,omarmen
embroidered,geborduurde
embroidery,borduurwerk
embroiled,verwikkeld
embryo,embryo
embryonic,embryonale
emerald,emerald
emerge,te voorschijn komen
emergence,verschijning
emergency,noodgeval
emeritus,emeritus
emigrate,emigreren
emigration,emigratie
eminence,eminentie
eminent,eminent
eminently,uitmuntend
emir,emir
emission,emissie
emit,uitzenden
emotion,emotie
emotional,emotionele
emotive,emotieve
empathy,empathie
emperor,keizer
emphasis,nadruk
emphasize,benadrukken
emphatic,nadrukkelijk
empire,imperium
empirical,empirisch
empiricism,empirie
employ,dienst
employer,werkgever
employment,werk
emporium,stapelplaats
empower,machtigen
empress,keizerin
emptiness,leegte
emption,voorkeursrecht
empty,leeg
emulate,wedijveren
emulsion,emulsie
enable,in staat stellen
enablement,enablement
enact,opvoeren
enactment,wet
enamel,glazuur
encampment,kampement
enchant,betoveren
enchanted,betoverde
enchanting,betoverend
enchantment,betovering
encircle,omsingelen
encircling,omringende
enclave,enclave
enclose,omsluiten
encode,coderen
encompass,omvatten
encore,toegift
encounter,ontmoeting
encourage,aanmoedigen
encouragement,aanmoediging
encroach,inbreuk
encroachment,inbreuk
encrypt,versleutelen
encumbrance,last
encyclopedia,encyclopedie
end,einde
endanger,in gevaar brengen
endangered,bedreigde
endeavor,trachten
ended,eindigde
endemic,endemisch
ending,einde
endless,eindeloos
endocarditis,endocarditis
endorsement,goedkeuring
endow,begiftigen
endowed,begiftigd
endowment,schenking
endpapers,schutbladen
endpoint,eindpunt
endurance,uithoudingsvermogen
endure,verduren
enema,klisteer
enemy,vijand
energetic,energiek
energy,energie
enforce,afdwingen
enforcement,handhaving
engage,engageren
engaged,verloofd
engagement,engagement
engaging,innemend
engender,veroorzaken
engine,motor
engineer,ingenieur
engineering,bouwkunde
engrave,graveren
engraved,gegraveerd
engraver,graveur
engraving,gravure
engrossed,verdiept
engrossing,boeiende
engulf,verzwelgen
enhance,verhogen
enigma,enigma
enigmatic,raadselachtig
enjoin,bevelen
enjoy,genieten
enjoying,genieten
enlarged,vergrote
enlargement,uitbreiding
enlighten,verlichten
enlightenment,verlichting
enlist,aanwerven
enliven,verlevendigen
enmity,vijandschap
enormity,afschuwelijkheid
enormous,enorm
enormously,enorm
enrich,verrijken
enroll,inschrijven
ensemble,ensemble
ensign,vaandrig
enslave,tot slaaf maken
enslaved,geknecht
enslavement,knechting
ensue,volgen
ensure,verzekeren
entail,met zich meebrengen
entangled,verward
entanglement,verstrikking
enter,invoeren
enterprise,bedrijf
enterprising,ondernemend
entertain,vermaken
entertained,vermaakt
entertaining,onderhoudend
entertainment,vermaak
enthusiasm,enthousiasme
enthusiast,enthousiast
entice,verleiden
entire,geheel
entirety,geheel
entitle,recht
entity,wezen
entomology,entomologie
entrails,ingewanden
entrance,entree
entreat,smeken
entree,voorgerecht
entrepreneur,ondernemer
entrust,toevertrouwen
entry,binnenkomst
enumerate,opsommen
enumeration,opsomming
envelope,envelop
envious,jaloers
environ,omgeven
environment,milieu
environs,omgeving
envision,zich voorstellen
envoy,gezant
ephemeral,kortstondig
ephemeris,ephemeris
epic,episch
epidemic,epidemie
epidermis,opperhuid
epilepsy,epilepsie
epilogue,epiloog
episcopal,bisschoppelijk
episode,episode
episodic,episodische
epistle,epistel
epitaph,grafschrift
epithet,epitheton
epitome,samenvatting
epoch,tijdperk
equal,gelijk
equality,gelijkheid
equalization,gelijkmaking
equalize,vereffenen
equally,evenzeer
equate,gelijkstellen
equation,vergelijking
equator,evenaar
equatorial,equatoriaal
equestrian,ruiter
equidistant,op gelijke afstand
equilibration,evenwicht
equilibrium,evenwicht
equip,uitrusten
equipment,uitrusting
equitable,billijk
equity,billijkheid
equivalence,gelijkwaardigheid
equivalent,equivalent
equivocal,dubbelzinnig
era,tijdperk
eradicate,uitroeien
eradication,uitroeiing
erase,wissen
erasure,wissen
ere,eer
erect,rechtop
erection,erectie
ergo,ergo
erode,eroderen
erosion,erosie
erotic,erotisch
err,dwalen
errand,boodschap
errant,dwalend
erratic,grillige
erratum,drukfout
erroneous,foutief
error,fout
erst,eertijds
erudite,erudiet
erupt,uitbarsten
eruption,uitbarsting
escalade,beklimming
escalate,uitbreiden
escalator,roltrap
escape,ontsnapping
escaped,ontsnapt
escarpment,helling
eschew,schuwen
escort,escorte
esoteric,esoterisch
especial,bijzonder
espionage,spionage
espouse,omhelzen
esprit,geest
essay,opstel
essayist,essayist
essence,essence
essential,essentieel
essentially,wezen
establish,vestigen
established,gevestigd
establishment,oprichting
estate,landgoed
esteem,achting
esthetic,aesthetisch
estimate,schatting
estimation,schatting
estoppel,afwijzing
estranged,vervreemd
estrogen,oestrogeen
estuary,riviermonding
etch,etsen
etching,ets
eternal,eeuwig
eternity,eeuwigheid
ethanol,ethanol
ether,ether
ethereal,etherisch
ethical,ethisch
ethics,ethiek
ethnography,etnografie
etiology,etiologie
etiquette,etiquette
etymology,etymologie
euchre,overmeesteren
eugenics,eugenetica
eulogy,lofrede
euphemism,eufemisme
euthanasia,euthanasia
evacuate,evacueren
evacuation,evacuatie
evade,ontwijken
evaluate,schatten
evanescence,evanescence
evangelical,evangelisch
evangelist,evangelist
evangelistic,evangelisatie
evaporation,verdamping
evasion,ontduiking
eve,vooravond
evening,avond
event,evenement
eventful,veelbewogen
eventual,eventueel
eventuality,eventualiteit
evergreen,evergreen
everlasting,eeuwigdurend
evermore,altijd
everyday,elke dag
evict,uitzetten
eviction,uitzetting
evidence,bewijsmateriaal
evident,evident
evil,kwaad
evoke,oproepen
evolution,evolutie
evolve,ontwikkelen
ewe,ooi
exacerbate,verscherpen
exacerbation,exacerbatie
exacting,veeleisend
exaggerate,overdrijven
exaggerated,overdreven
exaggeration,overdrijving
exalt,verheffen
exaltation,verheerlijking
exalted,verheven
exam,tentamen
examination,onderzoek
examine,onderzoeken
examiner,examinator
exasperation,ergernis
excavate,uitgraven
excavation,uitgraving
excavator,graafmachine
exceed,overtreffen
exceeding,meer dan
excel,uitmunten
excellence,uitmuntendheid
excellent,uitstekend
excepting,excepting
exception,uitzondering
excerpt,uittreksel
excess,overmaat
excessive,excessief
excessively,buitensporig
exchange,uitwisseling
excise,accijns
excision,uitsnijding
excitability,prikkelbaarheid
excitable,prikkelbaar
excitation,opwinding
excite,prikkelen
excited,opgewonden
excitement,opwinding
exciting,opwindend
exclaim,uitroepen
excluded,uitgesloten
excluding,Exclusief
exclusion,uitsluiting
excrement,uitwerpsel
excretion,afscheiding
excruciating,ondraaglijk
excursion,excursie
excuse,excuus
execute,uitvoeren
execution,executie
executioner,beul
executive,uitvoerend
executor,executeur
exegesis,uitlegging
exemplar,voorbeeld
exemplary,voorbeeldig
exemplify,toelichten
exempt,vrijgesteld
exemption,vrijstelling
exercise,oefening
exert,inspannen
exertion,inspanning
exhale,uitademen
exhaust,uitlaat
exhausted,uitgeput
exhaustion,uitputting
exhaustive,grondig
exhibit,tentoonstellen
exhibition,tentoonstelling
exhilaration,opvrolijking
exhort,vermanen
exhortation,vermaning
exigent,veeleisend
exile,ballingschap
exist,bestaan
existence,bestaan
existent,bestaand
existing,bestaand
exit,afrit
exodus,uittocht
exorbitant,buitensporig
exorcism,uitdrijving
exorcist,geestenbezweerder
exotic,exotisch
expand,uitbreiden
expanded,uitgebreid
expanse,uitgestrektheid
expansion,expansie
expansive,expansieve
expatriate,expatriate
expect,verwachten
expectancy,verwachting
expectant,verwachtend
expectation,verwachting
expected,verwacht
expecting,verwacht
expediency,doelmatigheid
expedient,doelmatig
expedite,bespoedigen
expedition,expeditie
expeditious,snel
expel,verdrijven
expenditure,uitgaven
expense,kosten
expenses,uitgaven
expensive,duur
experience,ervaring
experienced,ervaren
experiences,ervaringen
experiment,experiment
experimental,experimenteel
experimenter,experimenteer
expert,expert
expertise,expertise
expiration,vervaltijd
expire,vervallen
expired,verlopen
expiry,verstrijken
explain,uitleggen
explanation,uitleg
explanatory,verklarend
expletive,vloek
explication,explication
explode,exploderen
exploit,exploiteren
explore,onderzoeken
explorer,ontdekkingsreiziger
explosion,explosie
explosive,ontplofbaar
exponent,exponent
exponential,exponentiële
export,export
exportation,uitvoer
expose,blootstellen
exposed,blootgesteld
exposition,expositie
expository,tentoongesteld
exposure,belichting
expound,uitleggen
express,uitdrukken
expression,uitdrukking
expressive,expressief
expropriation,onteigening
expulsion,verdrijving
exquisite,uitgelezen
exquisitely,fijn
extant,bestaand
extend,verlengen
extendable,uitbreidbaar
extended,uitgebreid
extension,uitbreiding
extensive,uitgebreid
extent,omvang
exterior,buitenkant
exterminate,uitroeien
extermination,uitroeiing
external,extern
externally,uitwendig
extinct,uitgestorven
extinguish,blussen
extra,extra
extract,extract
extracting,extraheren
extraction,extractie
extractor,afzuigkap
extradition,uitlevering
extrajudicial,buitengerechtelijke
extramural,extramurale
extraneous,vreemd
extraordinary,buitengewoon
extravaganza,extravaganza
extreme,extreem
extremely,buitengewoon
extremity,uiteinde
extricate,ontwarren
extrinsic,extrinsieke
extrusion,extrusie
exuberance,uitbundigheid
exude,uitzweten
eye,oog
eyeglass,monocle
eyelet,oogje
eyepiece,oculair
eyesight,gezichtsvermogen
eyewitness,ooggetuige
fable,fabel
fabric,weefsel
fabricate,fabriceren
fabricated,gefabriceerd
fabrication,verzinsel
facade,gevel
face,gezicht
facet,facet
facile,gemakkelijk
facilitate,vergemakkelijken
facility,faciliteit
facing,geconfronteerd
facsimile,facsimile
fact,feit
faction,factie
factor,factor
factory,fabriek
facts,feiten
faculties,faculteiten
faculty,faculteit
fad,gril
fade,vervagen
faded,verschoten
faeces,faeces
failing,tekortkoming
failure,mislukking
fain,gaarne
fainting,flauwte
fair,eerlijk
fairly,tamelijk
fairway,vaargeul
fairy,fee
faith,geloof
faithful,trouw
faithless,trouweloos
fake,namaak
fall,vallen
fallacious,misleidend
fallacy,bedrieglijkheid
fallible,feilbaar
falling,vallend
fallow,braak
falsehood,valsheid
falsely,vals
falsification,vervalsing
falsified,vervalst
falsify,vervalsen
falsity,valsheid
falter,wankelen
fame,roem
famed,beroemd
familiar,vertrouwd
familiarity,vertrouwdheid
familiarize,vertrouwd maken
famine,hongersnood
famous,beroemd
famously,beroemd
fan,fan
fanatic,fanatiek
fanaticism,fanatisme
fanciful,denkbeeldig
fancy,verbeelding
fandango,fandango
fanfare,fanfare
fang,hoektand
fangs,giftanden
fanning,Fanning
fantasia,fantasie
fantasy,fantasie
farce,klucht
farcical,kluchtig
fare,tarief
farewell,afscheid
farm,boerderij
farmer,boer
farmhouse,boerenwoning
farming,landbouw
faro,faro
farther,verder
fascia,fascia
fascinating,fascinerend
fascination,betovering
fashion,mode
fashionable,modieus
fasten,vastmaken
fastener,sluiting
fastening,bevestiging
fasting,vastend
fat,vet
fatal,fataal
fatality,fataliteit
fate,lot
fated,voorbestemd
father,vader
fathom,doorgronden
fatigue,vermoeidheid
fatigued,vermoeid
fatty,vettig
fault,fout
faultless,onberispelijk
faulty,defect
fauna,fauna
favor,gunst
favorable,gunstig
favorite,favoriet
favoritism,favoritisme
fawn,reekalf
fear,angst
fearful,angstig
fearfully,vreselijk
fearing,vrezend
fearless,onbevreesd
feasibility,mogelijkheid
feasible,uitvoerbaar
feat,prestatie
feather,veer
feature,kenmerken
features,Kenmerken
febrile,koortsig
fecal,fecal
feces,uitwerpselen
fecundity,vruchtbaarheid
federal,federaal
federation,federatie
fee,honorarium
feeble,zwak
feed,voeden
feeder,voeder
feel,voelen
feeling,gevoel
feet,voeten
feigned,gefingeerd
felicity,geluk
feline,katachtig
fell,viel
fellow,kameraad
fellowship,gemeenschap
felon,misdadiger
felony,zware misdaad
felt,vilt
female,vrouwelijk
feminine,vrouwelijk
femininity,vrouwelijkheid
feminist,feminist
fen,moeras
fence,hek
fenced,omheind
fend,afweren
fender,wrijfhout
fennel,venkel
ferment,fermenteren
fermentation,gisting
fern,varen
ferocious,woest
ferocity,wildheid
ferry,veerboot
fertile,vruchtbaar
fertilize,bevruchten
fervent,vurig
fervor,ijver
festival,festival
festive,feestelijk
fetch,halen
fete,feest
fetish,fetisch
feud,vete
feudal,feodaal
feudalism,leenstelsel
fever,koorts
feverish,koortsig
fiancee,verloofde
fiasco,fiasco
fiat,fiat
fib,jokken
fiber,fiber
fibrous,vezelig
fickle,wispelturig
fiction,fictie
fictitious,fictief
fiddle,viool
fiddler,vioolspeler
fidelity,trouw
fiduciary,fiduciair
field,veld
fiend,duivel
fierce,woest
fiesta,feest
fight,gevecht
fighter,vechter
fighting,vechten
figment,verdichtsel
figurative,figuurlijk
figure,figuur
figurine,beeldje
filament,gloeidraad
filamentous,draadvormige
file,file
filibuster,vrijbuiter
filigree,filigraan
filing,depot
filings,vijlsel
fill,vullen
fillet,filet
filling,vulling
filly,merrieveulen
film,film
filmy,ragfijn
filter,filter
filth,vuiligheid
filthy,smerig
fin,vin
final,finale
finale,slotstuk
finality,beslistheid
finally,eindelijk
finance,financiën
financial,financieel
financier,financier
finch,vink
find,vinden
finding,bevinding
finery,opsmuk
finesse,finesse
finger,vinger
fingerprint,vingerafdruk
finish,afwerking
finite,eindige
fink,verklikker
fire,brand
firearms,vuurwapens
fireball,vuurbol
firefly,vuurvliegje
fireman,brandweerman
fireplace,haard
fireproof,vuurvast
fireside,haard
firewood,brandhout
firework,vuurwerk
firing,vuren
firm,firma
firmament,firmament
firmly,stevig
firmness,stevigheid
firstborn,eerstgeborene
fiscal,fiscale
fish,vis
fisherman,visser
fishery,visserij
fishing,visvangst
fishy,visachtig
fissile,splijtbaar
fission,kernsplijting
fissure,spleet
fist,vuist
fistula,fistula
fitness,geschiktheid
fits,fits
fitted,gemonteerd
fitting,fitting
fittings,beslag
fix,repareren
fixation,bevestiging
fixed,vast
fixture,armatuur
fixtures,armaturen
fizz,bruisen
flabby,slap
flaccid,slap
flagging,verzwakking
flagrant,flagrante
flagship,vlaggeschip
flake,vlok
flaky,vlokkig
flame,vlam
flaming,vlammende
flange,flens
flank,flank
flanked,geflankeerd
flanking,flankerende
flannel,flanel
flap,klep
flapping,klapperen
flare,gloed
flaring,affakkelen
flash,flash
flashback,flashback
flashing,knipperende
flashlight,zaklamp
flashy,opzichtig
flask,fles
flat,flat
flatness,vlakheid
flatten,vlakken
flattering,vleiend
flattery,vleierij
flatulence,winderigheid
flaunt,pronken
flavor,smaak
flaw,fout
flea,vlo
fled,vluchtte
flee,ontvluchten
fleece,vlies
fleet,vloot
fleeting,vluchtig
flesh,vlees
fleshy,vlezig
flex,buigen
flexibility,flexibiliteit
flexible,flexibele
flexion,buiging
flicker,flikkeren
flickering,flikkeren
